Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02447,LUIGI MEMO INC.,VIEW,2016,8,August,21,0,12
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2016,2,February,"5,512",0,21
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2018,6,June,"35,573",0,89
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2015,8,August,210,0,11
B01970,GRAFE STREET SERVICE CORP.,,2017,12,December,411,0,8
B00272,BIG APPLE CAR INC,,2016,10,October,"5,764",0,151
B01635,HAR-SINAY CAR & LIMO SVC INC,,2016,7,July,315,0,5
B00821,ATLANTIC CAR SVCE,,2018,8,August,"17,538",0,86
B02721,JOHN PETERS PROFESSIONAL LIMOUSINES INC,,2016,6,June,47,0,8
B01341,A NEW DAY RAD DISP INC,,2018,11,November,"1,810",0,16
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",,2018,1,January,924,0,7
B00457,PREMIUM BRONX CORP,,2018,10,October,"7,597",0,62
B01479,PRATT CAR SERVICE INC,,2016,8,August,840,0,6
B02096,"CET GROUP, INC",,2015,5,May,274,0,64
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2016,8,August,28,0,4
B02737,BWJ GROUP INC,,2018,3,March,"3,516",0,13
B02391,"BAYRIDGE EXPRESS, INC",,2017,6,June,770,0,19
B02265,"COUNTY CAR SERVICE, INC.",,2017,2,February,542,0,4
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2018,1,January,"13,250",0,181
b00827,"CASTLE CAR SERVICE, INC",,2016,6,June,"3,174",0,40
B00053,CHARGE AND RIDE INC,,2018,9,September,725,0,53
B03050,"TORINKO NY, LLC",,2018,4,April,202,0,13
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2018,5,May,41,0,3
B02723,CHARLIE BLACK CAR INC,,2017,2,February,"6,573",0,124
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2016,6,June,"5,367",0,95
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,9,September,"2,089",0,11
B02376,ALL NATIONS LUXURY LIMO CORP.,,2017,5,May,199,0,12
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,8,August,"3,488",0,21
B00449,A KINGS HWY C/S INC.,,2016,7,July,"5,123",0,18
B01742,"AVALON TRANSPORTATION, LLC",,2018,11,November,232,0,9
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2017,10,October,"5,604",0,58
B02160,"12TH STREET LUXURY CARS, INC.",,2015,8,August,83,0,17
B02723,CHARLIE BLACK CAR INC,,2017,1,January,"6,397",0,112
B02003,"AVALON CORPORATE CAR,INC.",,2016,3,March,"4,100",0,105
B02609,BERLINEZ INC,,2015,12,December,917,0,9
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,1,January,"3,057",0,10
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2018,10,October,"5,532",0,142
B01444,REGO PARK EXPRESS INC.,,2016,4,April,"9,091",0,23
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2018,7,July,316,0,5
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2017,12,December,"9,774",0,55
B01282,NEW LOTS C/S INC,,2015,10,October,"24,691",0,78
B01327,CONTINENTAL C/L SVCE,,2017,12,December,88,0,5
B02447,LUIGI MEMO INC.,VIEW,2016,10,October,24,0,15
b00881,CROSSBAY CAR SERVICE NY INC,,2016,3,March,378,0,5
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2018,6,June,"3,755",0,38
B00318,APPLE RADIO CARS INC,,2018,9,September,"1,943",0,11
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2018,2,February,40,0,2
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2016,1,January,"12,086",0,101
B02217,PCS LIMOUSINE INC.,,2017,3,March,435,0,8
B02966,ELEGANT LUXURY LIMO LLC,,2017,12,December,979,0,38
UBER,UBER,UBER,2017,10,October,"10,135,304","1,585,613","61,613"
B02985,SHOWTIME 3 CORP,,2017,1,January,772,0,5
B02184,"DMCLS, INC.",,2018,7,July,142,0,6
B02401,NEW NORTH SIDE LUXURY CORP.,MAGNA,2018,2,February,313,0,2
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,2015,9,September,"3,902",0,154
B01083,BROAD DYCKMAN C/S INC,,2018,5,May,"8,338",0,53
B01846,ROMANTIQUE LIMOUSINE INC.,,2017,9,September,62,0,11
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2018,7,July,"2,321",0,20
B00277,ALL CITY CORP TRANS INC,,2017,9,September,"1,310",0,45
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2016,11,November,2,0,2
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2017,6,June,47,0,8
B02026,A RIDE FOR ALL LLC,,2016,8,August,44,0,1
B01721,W.K. CAR & LIMO SERVICE INC,,2017,2,February,"4,961",0,31
B02760,VISMAR RADIO DISPATCH INC.,,2017,2,February,208,0,6
B00850,UPTOWN TRANSIT CORP,,2017,3,March,451,0,6
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2015,12,December,"16,473",0,357
B01984,NY 88 EXPRESS CORP.,,2018,1,January,"30,687",0,145
B03077,MGL TRANSPORT01INC,,2018,6,June,43,0,2
B02429,SEAGULL RIDE CORP,,2015,8,August,987,0,5
B01536,FIRST CLASS C/L SVC CORP,,2016,3,March,"37,810",0,233
B01389,METRO LUXURY INC,,2018,4,April,"1,162",0,20
B02547,NICK CAR & LIMO SERVICE INC.,,2015,10,October,571,0,10
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2017,12,December,"1,558",0,42
B02855,JUNIORS LUXURY INC,,2017,4,April,"4,151",0,35
b01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2015,9,September,"2,048",0,30
B01854,EUROPE LIMOUSINE SERVICE INC,,2018,9,September,896,0,37
B01391,ROSE 'N' DALE C/S INC,,2016,3,March,"3,853",0,10
B02420,V S EXPRESS LIMOUSINE AND CAR SERVICE INC.,,2017,8,August,"1,679",0,10
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2015,6,June,1,0,1
B01726,SUPER CLASS RADIO DISP INC,,2017,9,September,"15,259",0,110
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2016,11,November,"1,015",0,25
B00013,LOVE CORPORATE CAR INC,,2015,9,September,"6,521",0,124
b01009,UNITED LIMO C/M SVC CORP,,2015,7,July,"1,567",0,13
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2017,9,September,449,0,14
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2018,1,January,"3,781",0,93
B02610,WC TRANSPORTATION SERVICE GROUP INC.,,2017,1,January,296,0,6
B02132,D.WILTSHIRE STRETCH LIMO. INC.,D. WILTSHIRE STRETCH LIMO. INC.,2015,6,June,21,0,1
B02228,SPECIAL RADIO DISP.CORP.,,2016,5,May,"3,318",0,24
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2017,10,October,"2,369",0,28
B02538,Q FLASH CAR SERVICE INC.,UNIVERSAL CAR SERVICE,2017,7,July,179,0,5
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2017,5,May,"6,286",0,42
B02472,NEW BUSHWICK LUXURY INC.,,2018,3,March,"8,661",0,44
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2018,5,May,621,0,23
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2018,3,March,"1,560",0,15
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2015,9,September,"37,701",0,191
B01315,"V.I.T. CAR SERVICE, INC.",,2018,1,January,"22,927",0,107
B00446,COMMUNICAR INCORPORATED,,2015,6,June,"7,233",0,136
B01300,KENNEDY RAD DISP INC,,2017,6,June,"11,645",0,88
B00183,KEW GARDEN OPERATING CORP,,2017,2,February,"1,237",0,21
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2015,10,October,"1,489",0,14
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2017,1,January,"4,410",0,19
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2015,12,December,791,0,20
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2018,7,July,"8,076",0,61
B00628,"CONCORD LIMOUSINE 1, LLC",,2017,11,November,"9,055",0,282
B01525,NORTHSIDE LUXURY INC.,,2016,11,November,"7,191",0,106
B02418,PLUSH SERVICES CORP,,2017,2,February,193,0,13
B00827,"CASTLE CAR SERVICE, INC",,2018,7,July,730,0,3
B02248,HYBRID LIMO EXPRESS INC.,,2015,5,May,172,0,1
B01601,YOURS CAR SERVICE INC,,2018,7,July,"3,488",0,13
B01233,NEW LACONIA RAD DISP INC,,2017,5,May,"4,457",0,82
B02956,W.K.EXPRESS LIMO SERVICE INC,,2018,9,September,1,0,1
B01282,NEW LOTS C/S INC,,2017,2,February,"19,211",0,64
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2018,12,December,"1,312",0,6
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2016,6,June,"2,351",0,14
B01091,A & R GOLDEN EXP INC,,2018,2,February,"2,401",0,6
B00459,910 CAR SERVICE INC,,2015,12,December,"9,749",0,49
B00628,"CONCORD LIMOUSINE 1, LLC",,2017,8,August,"5,834",0,233
B01148,EVELYN CAR SERVICE INC,,2018,6,June,"1,360",0,9
B01300,KENNEDY RAD DISP INC,,2018,7,July,"12,338",0,105
B02664,CORPORATE CAR LTD.,,2016,12,December,226,0,44
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2018,1,January,"1,622",0,8
B02535,LFS LIMO CORP.,,2015,12,December,42,0,6
B00856,BEE-BEE CAR SERVICE INC.,,2017,5,May,"16,109",0,77
B01928,DISCOVER LIMO INC,INFINITY LIMO,2018,1,January,43,0,8
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2017,8,August,"14,227",0,117
B01800,EMPIRE INTERNATIONAL LTD.,,2016,12,December,"10,372",0,302
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2018,11,November,180,0,6
B02667,LEON LUXURY LIMO INC,,2015,4,April,126,0,9
B01738,SAETA CAR SERVICE INC.,,2018,8,August,"5,461",0,32
B02110,"OPTIMUM CAR & LIMO, INC.",,2017,10,October,"1,214",0,6
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2019,1,January,78,0,5
B03015,TRI-COUNTY BLACK CARS INC,,2018,9,September,"1,448",0,6
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2017,7,July,272,0,11
B03052,PROGRESIVE LIMOS INC.,,2017,12,December,231,0,10
B01779,APEX CAR & LIMO SVCE INC,,2019,1,January,365,0,24
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2019,1,January,4,0,3
B01537,S.I. SPEED INC.,,2018,10,October,"4,094",0,12
B02058,MEX SERVICE INC,MEX EXPRESS CAR SERVICE,2017,3,March,"7,026",0,46
B02277,"LIMO VISION, INC.",,2015,7,July,119,0,4
B03015,TRI-COUNTY BLACK CARS INC,,2018,11,November,"1,599",0,7
B02782,NEW APP CAR & LIMO INC,,2017,12,December,"1,701",0,31
B00802,BELL CAR SVC INC,,2018,2,February,"6,419",0,27
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2018,8,August,"2,678",0,59
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2017,3,March,86,0,10
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2016,10,October,"9,501",0,12
B02611,SS LIMOUSINE SERVICE INC,,2017,2,February,27,0,3
B00225,DELANCEY TRANSPORTATION INC.,,2018,2,February,"9,010",0,53
B01362,AMERICAN BASE NO.1 INC.,,2015,11,November,"37,198",0,279
B01215,ECUADOOR CORP,,2016,7,July,"18,755",0,72
B02447,LUIGI MEMO INC.,VIEW,2017,10,October,29,0,18
B02288,SAFARI TRANSPORTATION INC.,,2017,5,May,257,0,6
B02003,"AVALON CORPORATE CAR,INC.",,2015,10,October,"5,379",0,106
B02470,VAHANA INC.,,2015,4,April,452,0,12
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2017,10,October,361,0,9
B02970,FLYTE LINE TRANSPORTATION LLC,,2017,8,August,"1,241",0,90
B01259,THE NEW BROOKLYN C/S INC,,2018,3,March,"17,770",0,58
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2017,9,September,706,0,11
B00337,KEW GARDENS ENTERPRISES INC.,,2016,4,April,37,0,3
B01635,HAR-SINAY CAR & LIMO SVC INC,,2015,10,October,545,0,8
B00821,ATLANTIC CAR SVCE,,2017,5,May,"24,044",0,108
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE,2018,10,October,"5,326",0,140
B01353,DYKER CARS INC.,,2016,1,January,"3,490",0,12
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2017,11,November,452,0,7
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2015,9,September,"34,405",0,"1,209"
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2015,12,December,"1,148",0,7
B01318,LOWER EAST SIDE C/S CORP,,2018,8,August,"5,136",0,27
B02058,MEX SERVICE INC,MEX EXPRESS CAR SERVICE,2017,10,October,"2,617",0,29
B02252,ASIANA LIMOUSINE INC.,,2018,6,June,8,0,2
B02599,CMS LIMO INC.,,2018,6,June,550,0,9
B01741,MONACO LIMO & CAR SERVICES INC.,,2018,4,April,"2,057",0,13
B01285,UNION RADIO DISPATCH INC,,2018,10,October,"15,935",0,99
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2016,1,January,"2,711",0,15
B02471,TSU GLOBAL SERVICES INC,,2017,11,November,151,0,7
B02799,CHURCH AVENUE EXPRESS INC,,2018,9,September,"1,453",0,9
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2016,2,February,"6,105",0,50
B02248,HYBRID LIMO EXPRESS INC.,,2015,10,October,211,0,1
B02782,NEW APP CAR & LIMO INC,,2018,10,October,"2,729",0,31
B02590,LUXOR LIMO INC,,2016,3,March,"1,440",0,32
B00296,PRIME TIME TRANS. INC,,2017,9,September,"1,276",0,39
B02799,CHURCH AVENUE EXPRESS INC,,2017,11,November,"2,130",0,8
B02751,RELIANCE GROUP INC,,2017,6,June,6,0,5
B02846,DLS TRANSPORTATION CORP.,,2018,6,June,"3,901",0,22
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2017,8,August,906,0,40
B02594,FENIX MOBILE DISPATCHERS LTD,,2018,1,January,366,0,7
B02670,"STRIDE LIMO WORLDWIDE, LLC",,2015,12,December,820,0,40
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2015,11,November,208,0,19
B00789,VITAL TRANSPORTATION INC.,,2019,1,January,"8,464",0,182
B02790,"LAN TIAN CAR SERVICE, INC",,2018,3,March,2,0,1
B02308,NORWOOD CAR & LIMO INC.,,2015,10,October,"1,148",0,24
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2015,10,October,"6,546",0,21
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2017,6,June,83,0,12
B03062,BQN VOUCHER INC,,2017,11,November,"1,230",0,10
B00856,BEE-BEE CAR SERVICE INC.,,2017,12,December,"13,436",0,60
B02369,UNICAR LUXURY INC.,,2018,9,September,12,0,4
B01606,LA MEXICANA EXPRESS INC.,,2018,12,December,"5,347",0,32
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2018,4,April,"7,306",0,128
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2016,12,December,"2,662",0,31
B02331,"CHICO EXPRESS LIMO, INC.",,2016,3,March,"4,936",0,18
B02517,LOS PAISANOS LUXURY C/S INC.,,2016,2,February,292,0,10
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2017,1,January,"4,669",0,21
B01741,MONACO LIMO & CAR SERVICES INC.,,2015,12,December,"2,776",0,27
B02546,X RADIO DISPATCHER INC.,,2015,10,October,659,0,4
B02508,"DISPATCH CENTRAL, INC.",,2017,6,June,60,0,6
B00625,"CENTRAL CAR SERVICES,INC.",,2016,2,February,"8,777",0,39
B01452,AREAS TRANSP INC,,2017,6,June,"1,229",0,12
B00095,LIBERTY CAR SERVICE INC.,,2017,9,September,"5,986",0,27
B01741,MONACO LIMO & CAR SERVICES INC.,,2018,2,February,"1,914",0,15
B01854,EUROPE LIMOUSINE SERVICE INC,,2017,9,September,"1,820",0,43
B02657,MALCOLM LIMO EXPRESS CORP.,,2016,3,March,982,0,30
B00652,RESCUE C/S INC,,2016,7,July,"4,594",0,16
B02849,BROOKLYN RIDES CORP,,2017,9,September,"12,660",0,90
B03158,SPOTON.PET LLC,,2018,12,December,35,0,6
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2018,11,November,235,0,4
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2018,3,March,"1,161",0,23
B01614,R TRANSPORT INC,,2018,10,October,436,0,4
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2018,8,August,16,0,1
B02145,NEW 2020 CAR SERVICE INC,,2018,1,January,898,0,8
B02535,LFS LIMO CORP.,,2016,6,June,87,0,7
B01800,EMPIRE INTERNATIONAL LTD.,,2015,12,December,"11,330",0,295
B02552,INTERSTATE LUXURY LIMOUSINES INC.,,2017,10,October,"2,150",0,11
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2016,5,May,49,0,24
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2016,5,May,"32,483",0,142
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2015,10,October,"1,376",0,17
B02653,NEW COLLEGE CAR SVCE INC,,2018,7,July,"10,385",0,56
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2019,1,January,"1,465",0,9
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2018,6,June,"10,833",0,43
B03017,SDR TRANSPORTATION CORP.,,2018,4,April,"3,513",0,36
B02893,DORADO EXPRESS INC.,,2016,6,June,567,0,7
B02515,OLS LIMOUSINE SERVICE INC.,,2018,1,January,110,0,9
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2018,3,March,"10,938",0,29
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2016,9,September,"44,288",0,204
B02410,"POLO LIMOUSINE, CORP.",,2018,10,October,"1,590",0,49
B02947,"ONIX TRANSPORTATION, INC",,2018,3,March,"9,408",0,60
B02633,USHLS CORP,,2015,8,August,60,0,5
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2016,1,January,"12,902",0,84
B00030,TREMONT DISPATCHING CORP,,2017,1,January,393,0,2
B00652,RESCUE C/S INC,,2017,7,July,"2,575",0,15
B02249,"LA RAZA CAR SERVICE, INC.",,2015,5,May,"9,914",0,61
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2016,12,December,"2,811",0,11
B01336,BAY EXPRESS CORP.,,2015,4,April,"4,515",0,26
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2018,11,November,"2,709",0,61
B01389,METRO LUXURY INC,,2015,11,November,"2,134",0,44
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2018,3,March,824,0,7
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2018,8,August,402,0,11
B00196,NEW EASY WAY RADIO DISP INC,,2017,12,December,349,0,13
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2017,10,October,"2,073",0,8
B02447,LUIGI MEMO INC.,VIEW,2018,9,September,31,0,13
VIA,VIA,VIA,2017,6,June,"786,935","430,545","4,056"
B00220,BIG EAST MULTI GROUP CORP.,PREMIER CAR SERVICE,2016,1,January,"1,936",0,34
B01280,BENSONHURST RIDE INC.,,2017,7,July,"5,559",0,29
B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,,2017,3,March,94,0,9
B02811,M.L TRIPS CORP.,,2017,12,December,"1,431",0,32
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2016,3,March,997,0,26
B00802,BELL CAR SVC INC,,2017,11,November,"5,794",0,27
B02729,LOW TOUCH LUXURY INC.,,2018,1,January,159,0,18
B00837,CAREY LIMO N Y INC,,2016,9,September,"11,077",0,218
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2018,5,May,135,0,7
B02096,"CET GROUP, INC",,2018,7,July,364,0,36
B01273,PUERTO RICO CAR SERVICE INC.,,2016,4,April,"6,344",0,25
B01386,FENIX PREMIUM CORP.,,2015,2,February,"30,119",0,93
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2016,4,April,910,0,22
B02016,PLANET LIMOUSINE LLC,,2016,12,December,"2,529",0,56
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2015,4,April,10,0,4
B03056,INSPIRATION GROUP INC,,2018,5,May,736,0,18
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2018,3,March,437,0,12
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2017,5,May,"21,547",0,144
B02905,PUEBLA LUXURY CORP,,2017,10,October,"10,631",0,45
B02950,WMC SERVICE INC,,2017,12,December,419,0,6
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2016,6,June,"10,260",0,48
B01146,CHURCH AVE C/S INC,,2016,6,June,"14,471",0,54
B02749,FACE LIMO INC,,2017,2,February,388,0,9
B02277,"LIMO VISION, INC.",,2016,7,July,108,0,4
B00037,TRANSP UNLIMITED C/S,,2017,11,November,"11,717",0,55
B00053,CHARGE AND RIDE INC,,2016,12,December,915,0,81
B00202,"EXCELSIOR CAR & LIMO, INC.",,2017,6,June,309,0,9
B02133,"TWR CAR & LIMO, INC.",,2016,5,May,"2,717",0,44
B02021,EASYRIDE CAR SERVICE INC.,,2015,12,December,"2,236",0,10
B02718,CHURCHILL EXECUTIVE CARS INC,,2015,8,August,22,0,3
B02155,ABA LUXURY CAR INC.,,2018,4,April,384,0,20
B02803,OUTSIDE'S CAR SERVICE INC.,,2018,7,July,"7,568",0,44
B00477,INTA-BORO ACRES INC,,2016,3,March,"12,103",0,186
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2016,1,January,116,0,4
B02418,PLUSH SERVICES CORP,,2018,5,May,299,0,11
B01065,EL BARRIO'S CAR SERVICE LLC,,2016,11,November,"14,961",0,93
B02418,PLUSH SERVICES CORP,,2017,6,June,203,0,13
B01529,J.I.G. TRANSPORT CORP.,NEW EASTERN C/L SVCE,2019,1,January,"1,138",0,13
B01259,THE NEW BROOKLYN C/S INC,,2016,5,May,"26,315",0,74
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2018,9,September,"26,720",330,174
B02797,CJ LIMOUSINE LLC,,2018,10,October,553,0,13
B01514,LOS ANDES LIMO INC.,,2016,1,January,774,0,9
B01675,"TOWNCAR TRANSPORTATION, INC.",NEW TOPACIO CAR SERVICE,2015,9,September,"2,474",0,11
B03033,FLEX EXPRESS CORP.,,2017,10,October,"2,041",0,10
B02594,FENIX MOBILE DISPATCHERS LTD,,2016,12,December,"2,221",0,7
B02167,MADISON LIMOUSINE INC,,2015,11,November,52,0,2
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2018,10,October,"6,059",0,23
B01625,GLOBE CAR SERVICE INC,,2016,3,March,"2,410",0,6
B03032,A & S LIMOUSINE SERVICE CORP,,2017,11,November,"2,321",0,14
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",,2017,8,August,"1,244",0,7
B00860,SEAMAN RADIO DISPATCHERS INC,,2018,12,December,"20,884",0,102
B02133,"TWR CAR & LIMO, INC.",,2019,1,January,"6,371",0,87
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2016,10,October,"1,491",0,11
B02316,"AJAY CAR SERVICE, LLC.",,2015,10,October,"1,480",0,18
B02016,PLANET LIMOUSINE LLC,,2018,4,April,"1,864",0,36
B02228,SPECIAL RADIO DISP.CORP.,,2017,8,August,"1,273",0,10
B01479,PRATT CAR SERVICE INC,,2017,12,December,891,0,5
B02793,SEAVIEW ISLAND CAR SERVICE,,2018,12,December,85,0,3
B02850,IN'TEGRITE I.I.R. TRANSPORTATION SERVICES LLC,,2015,9,September,225,0,4
B01804,GOLDCREST TRANSPORT LTD,,2017,9,September,214,0,11
B00373,PARTICULAR PEOPLE CAR SERVICE INC.,,2017,12,December,"1,958",0,11
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2016,10,October,"1,483",0,10
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2016,1,January,"10,153",0,186
B01984,NY 88 EXPRESS CORP.,,2018,2,February,"26,527",0,142
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2016,6,June,671,0,11
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2017,2,February,"1,100",0,17
B02180,PEGASUS TRANSPORT SERVICE INC.,,2018,7,July,7,0,3
B02715,GROUNDANYWHERE LLC,,2018,9,September,"17,427",0,661
B01148,EVELYN CAR SERVICE INC,,2017,4,April,"3,903",0,79
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2017,5,May,"2,258",0,6
B00559,7 OCEAN EXPRESS INC.,,2018,3,March,"3,178",0,28
B03106,LA NORTENA CAR & LIMO INC,,2018,11,November,847,0,5
B03076,CHARRITOS BLACK CAR INC,,2018,12,December,334,0,5
B02003,"AVALON CORPORATE CAR,INC.",,2015,6,June,"4,739",0,107
B01644,MUSIC EXPRESS/N.Y. INC,,2016,10,October,"2,456",0,55
B02737,BWJ GROUP INC,,2018,8,August,"3,453",0,12
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2015,12,December,223,0,21
B03033,FLEX EXPRESS CORP.,,2017,12,December,"3,178",0,14
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2016,9,September,"1,205",0,24
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2017,3,March,"1,334",0,41
B01083,BROAD DYCKMAN C/S INC,,2018,9,September,"8,941",0,55
JUNO,JUNO,JUNO,2018,10,October,"1,104,745",0,"20,850"
B02470,VAHANA INC.,,2018,6,June,766,0,14
B01944,"DAG NETWORK TRANSPORTATION,CORP",,2018,7,July,107,0,10
B00225,DELANCEY TRANSPORTATION INC.,,2017,3,March,"16,049",0,72
B00552,HINO-MARU ENTERPRISES INC.,,2016,8,August,799,0,47
B01315,"V.I.T. CAR SERVICE, INC.",,2017,5,May,"27,479",0,119
B02551,CHIEF LIMO INC.,,2015,6,June,293,0,6
B03052,PROGRESIVE LIMOS INC.,,2018,9,September,"1,780",0,13
B02856,MARIACHI CAR SERVICE INC,,2017,3,March,"1,833",0,7
B03042,BAYRIDGE EXPRESS LUXYRY INC,,2018,8,August,"1,479",0,8
B02852,OP CAR SERVICE INC.,,2017,1,January,708,0,8
B00457,PREMIUM BRONX CORP,,2018,8,August,"2,297",0,96
